oldUrl,oldPath,newPath,type,confidence,needsReview,h1,sourceSitemap
"https://www.solarisfilms.it/pellicole-per-vetri/pellicole-di-sicurezza/madico-rs-40-ps-sr-4-mil/","/pellicole-per-vetri/pellicole-di-sicurezza/madico-rs-40-ps-sr-4-mil/","/prodotti/madico-rs-40-ps-sr-4-mil/","product","high","false","Pellicola antisolare di sicurezza RS 40 PS SR 4 MIL","https://www.solarisfilms.it/pellicole-sicurezza-sitemap.xml"
"https://www.solarisfilms.it/pellicole-per-vetri/pellicole-di-sicurezza/madico-rs-40-ps-sr-8-mil/","/pellicole-per-vetri/pellicole-di-sicurezza/madico-rs-40-ps-sr-8-mil/","/prodotti/madico-rs-40-ps-sr-8-mil/","product","high","false","Pellicola antisolare di sicurezza RS 40 PS SR 8 MIL","https://www.solarisfilms.it/pellicole-sicurezza-sitemap.xml"
"https://www.solarisfilms.it/pellicole-per-vetri/pellicole-di-sicurezza/madico-cl-400-ps-sr/","/pellicole-per-vetri/pellicole-di-sicurezza/madico-cl-400-ps-sr/","/prodotti/madico-cl-400-ps-sr/","product","high","false","Pellicola di sicurezza Madico CL 400 PS SR","https://www.solarisfilms.it/pellicole-sicurezza-sitemap.xml"
"https://www.solarisfilms.it/pellicole-per-vetri/pellicole-di-sicurezza/madico-cl-400-e-ps-sr/","/pellicole-per-vetri/pellicole-di-sicurezza/madico-cl-400-e-ps-sr/","/prodotti/madico-cl-400-e-ps-sr/","product","high","false","Pellicola di sicurezza Madico CL 400 E PS SR","https://www.solarisfilms.it/pellicole-sicurezza-sitemap.xml"
"https://www.solarisfilms.it/pellicole-per-vetri/pellicole-di-sicurezza/madico-cl-700-ps-sr/","/pellicole-per-vetri/pellicole-di-sicurezza/madico-cl-700-ps-sr/","/prodotti/madico-cl-700-ps-sr/","product","high","false","Pellicola di sicurezza Madico CL 700 PS SR","https://www.solarisfilms.it/pellicole-sicurezza-sitemap.xml"
"https://www.solarisfilms.it/pellicole-per-vetri/pellicole-di-sicurezza/madico-cl-700-e-ps-sr/","/pellicole-per-vetri/pellicole-di-sicurezza/madico-cl-700-e-ps-sr/","/prodotti/madico-cl-700-e-ps-sr/","product","high","false","Pellicola di sicurezza Madico CL 700 E PS SR","https://www.solarisfilms.it/pellicole-sicurezza-sitemap.xml"
"https://www.solarisfilms.it/pellicole-per-vetri/pellicole-di-sicurezza/madico-safetyshield-800/","/pellicole-per-vetri/pellicole-di-sicurezza/madico-safetyshield-800/","/prodotti/madico-safetyshield-800/","product","high","false","Pellicola di sicurezza Madico Safetyshield 800","https://www.solarisfilms.it/pellicole-sicurezza-sitemap.xml"
"https://www.solarisfilms.it/pellicole-per-vetri/pellicole-di-sicurezza/madico-safetyshield-1500/","/pellicole-per-vetri/pellicole-di-sicurezza/madico-safetyshield-1500/","/prodotti/madico-safetyshield-1500/","product","high","false","Pellicola di sicurezza Madico Safetyshield 1500","https://www.solarisfilms.it/pellicole-sicurezza-sitemap.xml"
"https://www.solarisfilms.it/pellicole-per-vetri/pellicole-di-sicurezza/madico-gullwing/","/pellicole-per-vetri/pellicole-di-sicurezza/madico-gullwing/","/prodotti/madico-gullwing/","product","high","false","Sistema di ancoraggio GullWing","https://www.solarisfilms.it/pellicole-sicurezza-sitemap.xml"
"https://www.solarisfilms.it/pellicole-per-vetri/pellicole-decorative-per-vetri/","/pellicole-per-vetri/pellicole-decorative-per-vetri/","/servizi/pellicole-decorative/","category","high","false","Pellicole decorative per vetri","https://www.solarisfilms.it/pellicole-privacy-sitemap.xml"
"https://www.solarisfilms.it/pellicole-per-vetri/pellicole-decorative-per-vetri/vetrofanie/","/pellicole-per-vetri/pellicole-decorative-per-vetri/vetrofanie/","/prodotti/vetrofanie/","product","high","false","Vetrofanie, una soluzione pratica e di design","https://www.solarisfilms.it/pellicole-privacy-sitemap.xml"
"https://www.solarisfilms.it/pellicole-per-vetri/pellicole-decorative-per-vetri/madico-mt-200-xw/","/pellicole-per-vetri/pellicole-decorative-per-vetri/madico-mt-200-xw/","/prodotti/madico-mt-200-xw/","product","high","false","Pellicola privacy Madico MT 200 XW","https://www.solarisfilms.it/pellicole-privacy-sitemap.xml"
"https://www.solarisfilms.it/servizio-locale/","/servizio-locale/","/servizio-locale/","local-index","high","false","Archivi: Servizi locali","https://www.solarisfilms.it/servizio-locale-sitemap.xml"
